root	runner	action	mode	class	family	reason	destination	first_line
testdir:fixedbugs/issue13587.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue13799.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue14999.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue15281.go	testdir	run	interpreted	excluded	gc-observation	GC/finalizer observation of interpreter-owned values: no native GC to observe	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue15281.go:32:12: BASHPP-EEXPR-OPERAND: x is not a scalar
testdir:fixedbugs/issue15747.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue16241.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue16241_64.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue16369.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue17318.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue17381.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue17381.go:38:61: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue18459.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue18882.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue18895.go	testdir	errorcheckdir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"p.go:7: missing error ""can inline"""
testdir:fixedbugs/issue19168.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue19261.go	testdir	errorcheckdir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"p.go:7: missing error ""can inline F"""
testdir:fixedbugs/issue19743.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue20027.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue20250.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue20529.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue20780.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue21709.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue22200.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue22200b.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue23521.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue24491a.go	testdir	run	interpreted	excluded	gc-observation	runtime.SetFinalizer+runtime.GC on interpreter-owned values: D7's ground (165 D9)	recorded-limitation:D9-finalizer-makefunc	fixedbugs/issue24491a.go:20:27: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue24491b.go	testdir	run	interpreted	excluded	gc-observation	runtime.SetFinalizer+runtime.GC on interpreter-owned values: D7's ground (165 D9)	recorded-limitation:D9-finalizer-makefunc	fixedbugs/issue24491b.go:21:27: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue24651a.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue24651b.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue25507.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue27518b.go	testdir	run	interpreted	excluded	gc-observation	runtime.SetFinalizer+runtime.GC on interpreter-owned values: D7's ground (165 D9)	recorded-limitation:D9-finalizer-makefunc	fixedbugs/issue27518b.go:48:28: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue27557.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue27695b.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue27695b.go:28:11: fixedbugs/issue27695b.go:28:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue27695c.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue27695c.go:29:11: fixedbugs/issue27695c.go:29:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue27732a.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue29362.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue29362.go:25:11: fixedbugs/issue29362.go:25:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue29362b.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue29362b.go:25:11: fixedbugs/issue29362b.go:25:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue30041.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue30041.go:27:11: fixedbugs/issue30041.go:27:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue30898.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue31573.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue32477.go	testdir	run	interpreted	excluded	gc-observation	runtime.SetFinalizer+runtime.GC on interpreter-owned values: D7's ground (165 D9)	recorded-limitation:D9-finalizer-makefunc	fixedbugs/issue32477.go:47:26: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue34723.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue35027.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue35027.go:18:45: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue35073b.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue35518.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue36516.go	testdir	run	interpreted	excluded	gc-observation	testing.AllocsPerRun retained callback (165 D9)	recorded-limitation:D9-finalizer-makefunc	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun
testdir:fixedbugs/issue36705.go	testdir	run	interpreted	excluded	cgo	"import \"C\" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	fixedbugs/issue36705.go:13:8: could not import C (go list failed using go SDK go1.27.1 at /srv/sprint162/barrier-d/evidence/goroot/bin/go (GOROOT=/srv/sprint162
testdir:fixedbugs/issue37513.go	testdir	buildrundir	interpreted	excluded	assembly-companion	execute-phase .s companion: assembly must run natively	recorded-limitation:2026-09-24-g5	Bash++ backend unsupported generate phase: compile input "<run>" is not a Go source file
testdir:fixedbugs/issue37837.go	testdir	errorcheckandrundir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"a.go:7: missing error ""can inline F"""
testdir:fixedbugs/issue39292.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue40917.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue40917.go:13:22: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue40954.go	testdir	run	interpreted	excluded	cgo	"import ""C"" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	"bash++ import ""runtime/cgo"": package requires cgo, which this pure-Go shell does not provide"
testdir:fixedbugs/issue4099.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue41635.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue42032.go	testdir	run	interpreted	excluded	cgo	"import ""C"" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	"bash++ import ""runtime/cgo"": package requires cgo, which this pure-Go shell does not provide"
testdir:fixedbugs/issue42058a.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue42058b.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue42076.go	testdir	run	interpreted	excluded	cgo	"import ""C"" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	"bash++ import ""runtime/cgo"": package requires cgo, which this pure-Go shell does not provide"
testdir:fixedbugs/issue42284.go	testdir	errorcheckdir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"a.go:10: missing error ""can inline T.M"""
testdir:fixedbugs/issue42944.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue45045.go	testdir	run	interpreted	excluded	gc-observation	runtime.SetFinalizer+runtime.GC on interpreter-owned values: D7's ground (165 D9)	recorded-limitation:D9-finalizer-makefunc	fixedbugs/issue45045.go:17:30: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue4585.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue4585.go:52:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue4618.go	testdir	run	interpreted	excluded	gc-observation	testing.AllocsPerRun retained callback (165 D9)	recorded-limitation:D9-finalizer-makefunc	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun
testdir:fixedbugs/issue4667.go	testdir	run	interpreted	excluded	gc-observation	testing.AllocsPerRun retained callback (165 D9)	recorded-limitation:D9-finalizer-makefunc	gosource: asynchronous or retained original function callbacks are unsupported for testing.AllocsPerRun
testdir:fixedbugs/issue46903.go	testdir	run	interpreted	excluded	cgo	"import ""C"" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	"bash++ import ""runtime/cgo"": package requires cgo, which this pure-Go shell does not provide"
testdir:fixedbugs/issue46938.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue46938.go:25:22: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue47227.go	testdir	run	interpreted	excluded	cgo	"import \"C\" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	fixedbugs/issue47227.go:12:8: could not import C (go list failed using go SDK go1.27.1 at /srv/sprint162/barrier-d/evidence/goroot/bin/go (GOROOT=/srv/sprint162
testdir:fixedbugs/issue48097.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue49767.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue49814.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue51733.go	testdir	run	interpreted	excluded	cgo	"import ""C"" / //go:build cgo: the pure-Go product declares cgo out of scope"	recorded-limitation:D4-cgo	"bash++ import ""runtime/cgo"": package requires cgo, which this pure-Go shell does not provide"
testdir:fixedbugs/issue52193.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue52612.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue52612.go:30:32: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue52697.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue54159.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue54343.go	testdir	run	interpreted	excluded	gc-observation	GC/finalizer observation of interpreter-owned values: no native GC to observe	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue54343.go:25:26: gosource: original callback signature requires value-semantics parameters and supported results
testdir:fixedbugs/issue56103.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue56280.go	testdir	errorcheckdir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"a.go:7: missing error ""can inline F"""
testdir:fixedbugs/issue57823.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.SliceData / raw memory layout: no native memory model	recorded-limitation:unsafe-slice-data	unknown imported symbol or method: unsafe.SliceData
testdir:fixedbugs/issue59293.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.SliceData / raw memory layout: no native memory model	recorded-limitation:unsafe-slice-data	fixedbugs/issue59293.go:13:9: unknown imported symbol or method: unsafe.SliceData
testdir:fixedbugs/issue63333.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue67329.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue74626.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue75278.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue75365.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue75365.go:28:36: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/issue78355.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue7921.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fixedbugs/issue79258.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/issue80004.go	testdir	run	interpreted	excluded	unsafe-reinterpretation	unsafe.Pointer memory reinterpretation: the interpreter has no native memory model	recorded-limitation:D7-unsafe-pointer	fixedbugs/issue80004.go:51:11: fixedbugs/issue80004.go:51:34: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/notinheap.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/notinheap2.go	testdir	errorcheck	interpreted	excluded	gc-only-check	errorcheck expects a gc-only diagnostic go/types cannot express	recorded-limitation:D5-gc-only	compilation succeeded unexpectedly
testdir:fixedbugs/notinheap3.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:fuse.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:gc2.go	testdir	run	interpreted	excluded	gc-observation	runtime.GC and MemStats observe collection of interpreter-owned values	recorded-limitation:D9-gc-observation	too many objects left: 22664
testdir:init1.go	testdir	run	interpreted	excluded	gc-observation	runtime.GC and MemStats observe collection of interpreter-owned values	recorded-limitation:D9-gc-observation	allocated 1000 chunks of 1048576 and used  0 memory
testdir:inline.go	testdir	errorcheckwithauto	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:inline_big.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:inline_endian.go	testdir	errorcheckwithauto	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:inline_math_bits_rotate.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:inline_sync.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:inline_variadic.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:interface/assertinline.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:internal/runtime/sys/inlinegcpc.go	testdir	errorcheck	interpreted	excluded	compiler-diagnostic	test asserts gc optimizer output (-m/-d=); an interpreter has no optimizer to report on	recorded-limitation:retained-artifact-row	Bash++ backend unsupported: optimizer diagnostics are a compiler artifact; the check interface has no inlining, escape-analysis or SSA meaning
testdir:intrinsic.go	testdir	errorcheckandrundir	interpreted	excluded	compiler-diagnostic	errorcheck row expects gc inlining/intrinsic diagnostics; an interpreter has none	recorded-limitation:retained-artifact-row	"main.go:26: missing error ""intrinsic substitution for TrailingZeros64"""
